Outlet_ID,week,pid,product_name,no_units
ID4179,10,BP4,Rocky Road Mega Tub,110.0
ID4179,10,BP5,Cookies and Cream Mega Tub,151.0
ID4179,11,BP1,Chocolate Fudge Big Scoop,72.0
ID4179,11,BP2,Moose Tracks Jumbo Cup,199.0
ID4179,11,BP3,Mint Chocolate Chip Family Pack,152.0
ID4179,11,BP4,Rocky Road Mega Tub,162.0
ID4179,11,BP5,Cookies and Cream Mega Tub,117.0
ID4179,12,BP1,Chocolate Fudge Big Scoop,171.0
ID4179,12,BP2,Moose Tracks Jumbo Cup,60.0
ID4179,12,BP3,Mint Chocolate Chip Family Pack,192.0
ID4179,12,BP4,Rocky Road Mega Tub,61.0
ID4179,12,BP5,Cookies and Cream Mega Tub,180.0
ID3227,1,BP1,Chocolate Fudge Big Scoop,73.0
ID3227,1,BP2,Moose Tracks Jumbo Cup,78.0
ID3227,1,BP3,Mint Chocolate Chip Family Pack,193.0
ID3227,1,BP4,Rocky Road Mega Tub,184.0
ID3227,1,BP5,Cookies and Cream Mega Tub,105.0
ID3227,2,BP1,Chocolate Fudge Big Scoop,72.0
ID3227,2,BP2,Moose Tracks Jumbo Cup,186.0
ID3227,2,BP3,Mint Chocolate Chip Family Pack,155.0
ID3227,2,BP4,Rocky Road Mega Tub,124.0
ID3227,2,BP5,Cookies and Cream Mega Tub,69.0
ID3227,3,BP1,Chocolate Fudge Big Scoop,87.0
ID3227,3,BP2,Moose Tracks Jumbo Cup,69.0
ID3227,3,BP3,Mint Chocolate Chip Family Pack,159.0
ID3227,3,BP4,Rocky Road Mega Tub,168.0
ID3227,3,BP5,Cookies and Cream Mega Tub,186.0
ID3227,4,BP1,Chocolate Fudge Big Scoop,134.0
ID3227,4,BP2,Moose Tracks Jumbo Cup,56.0
ID3227,4,BP3,Mint Chocolate Chip Family Pack,110.0
ID3227,4,BP4,Rocky Road Mega Tub,147.0
ID3227,4,BP5,Cookies and Cream Mega Tub,177.0
ID3227,5,BP1,Chocolate Fudge Big Scoop,80.0
ID3227,5,BP3,Mint Chocolate Chip Family Pack,146.0
ID3227,5,BP5,Cookies and Cream Mega Tub,91.0
ID3227,6,BP1,Chocolate Fudge Big Scoop,63.0
ID3227,6,BP2,Moose Tracks Jumbo Cup,170.0
ID3227,6,BP3,Mint Chocolate Chip Family Pack,152.0
ID3227,6,BP4,Rocky Road Mega Tub,141.0
ID3227,6,BP5,Cookies and Cream Mega Tub,87.0
ID3227,7,BP1,Chocolate Fudge Big Scoop,178.0
ID3227,7,BP3,Mint Chocolate Chip Family Pack,105.0
ID3227,7,BP4,Rocky Road Mega Tub,67.0
ID3227,7,BP5,Cookies and Cream Mega Tub,101.0
ID3227,8,BP1,Chocolate Fudge Big Scoop,143.0
ID3227,8,BP3,Mint Chocolate Chip Family Pack,198.0
ID3227,8,BP4,Rocky Road Mega Tub,138.0
ID3227,8,BP5,Cookies and Cream Mega Tub,93.0
ID3227,9,BP1,Chocolate Fudge Big Scoop,127.0
ID3227,9,BP2,Moose Tracks Jumbo Cup,171.0
ID3227,9,BP3,Mint Chocolate Chip Family Pack,138.0
ID3227,9,BP4,Rocky Road Mega Tub,86.0
ID3227,9,BP5,Cookies and Cream Mega Tub,65.0
ID3227,10,BP1,Chocolate Fudge Big Scoop,199.0
ID3227,10,BP2,Moose Tracks Jumbo Cup,77.0
ID3227,10,BP3,Mint Chocolate Chip Family Pack,172.0
ID3227,10,BP4,Rocky Road Mega Tub,118.0
ID3227,11,BP1,Chocolate Fudge Big Scoop,166.0
ID3227,11,BP2,Moose Tracks Jumbo Cup,60.0
ID3227,11,BP3,Mint Chocolate Chip Family Pack,79.0
ID3227,11,BP4,Rocky Road Mega Tub,195.0
ID3227,11,BP5,Cookies and Cream Mega Tub,154.0
ID3227,12,BP1,Chocolate Fudge Big Scoop,50.0
ID3227,12,BP2,Moose Tracks Jumbo Cup,124.0
ID3227,12,BP3,Mint Chocolate Chip Family Pack,77.0
ID3227,12,BP4,Rocky Road Mega Tub,100.0
ID3227,12,BP5,Cookies and Cream Mega Tub,155.0
ID8212,1,BP1,Chocolate Fudge Big Scoop,193.0
ID8212,1,BP2,Moose Tracks Jumbo Cup,161.0
ID8212,1,BP3,Mint Chocolate Chip Family Pack,114.0
ID8212,1,BP4,Rocky Road Mega Tub,133.0
ID8212,1,BP5,Cookies and Cream Mega Tub,92.0
ID8212,2,BP1,Chocolate Fudge Big Scoop,127.0
ID8212,2,BP2,Moose Tracks Jumbo Cup,94.0
ID8212,2,BP3,Mint Chocolate Chip Family Pack,61.0
ID8212,2,BP4,Rocky Road Mega Tub,183.0
ID8212,3,BP1,Chocolate Fudge Big Scoop,58.0
ID8212,3,BP4,Rocky Road Mega Tub,128.0
ID8212,3,BP5,Cookies and Cream Mega Tub,149.0
ID8212,4,BP1,Chocolate Fudge Big Scoop,80.0
ID8212,4,BP2,Moose Tracks Jumbo Cup,63.0
ID8212,4,BP3,Mint Chocolate Chip Family Pack,143.0
ID8212,4,BP4,Rocky Road Mega Tub,96.0
ID8212,4,BP5,Cookies and Cream Mega Tub,60.0
ID8212,5,BP1,Chocolate Fudge Big Scoop,84.0
ID8212,5,BP2,Moose Tracks Jumbo Cup,95.0
ID8212,5,BP3,Mint Chocolate Chip Family Pack,154.0
ID8212,5,BP4,Rocky Road Mega Tub,95.0
ID8212,6,BP1,Chocolate Fudge Big Scoop,124.0
ID8212,6,BP2,Moose Tracks Jumbo Cup,138.0
ID8212,6,BP3,Mint Chocolate Chip Family Pack,159.0
ID8212,6,BP4,Rocky Road Mega Tub,129.0
ID8212,6,BP5,Cookies and Cream Mega Tub,174.0
ID8212,7,BP2,Moose Tracks Jumbo Cup,120.0
ID8212,7,BP3,Mint Chocolate Chip Family Pack,117.0
ID8212,7,BP4,Rocky Road Mega Tub,82.0
ID8212,7,BP5,Cookies and Cream Mega Tub,112.0
ID8212,8,BP1,Chocolate Fudge Big Scoop,107.0
ID8212,8,BP2,Moose Tracks Jumbo Cup,63.0
ID8212,8,BP4,Rocky Road Mega Tub,195.0
ID8212,8,BP5,Cookies and Cream Mega Tub,72.0
ID8212,9,BP1,Chocolate Fudge Big Scoop,78.0
ID8212,9,BP2,Moose Tracks Jumbo Cup,151.0
ID8212,9,BP3,Mint Chocolate Chip Family Pack,153.0
ID8212,9,BP4,Rocky Road Mega Tub,132.0
ID8212,10,BP1,Chocolate Fudge Big Scoop,121.0
ID8212,10,BP2,Moose Tracks Jumbo Cup,196.0
ID8212,10,BP3,Mint Chocolate Chip Family Pack,120.0
ID8212,10,BP4,Rocky Road Mega Tub,76.0
ID8212,10,BP5,Cookies and Cream Mega Tub,79.0
ID8212,11,BP1,Chocolate Fudge Big Scoop,62.0
ID8212,11,BP2,Moose Tracks Jumbo Cup,166.0
ID8212,11,BP3,Mint Chocolate Chip Family Pack,190.0
ID8212,11,BP5,Cookies and Cream Mega Tub,198.0
ID8212,12,BP1,Chocolate Fudge Big Scoop,194.0
ID8212,12,BP2,Moose Tracks Jumbo Cup,69.0
ID8212,12,BP4,Rocky Road Mega Tub,102.0
ID8212,12,BP5,Cookies and Cream Mega Tub,193.0
ID4875,1,BP1,Chocolate Fudge Big Scoop,104.0
ID4875,1,BP2,Moose Tracks Jumbo Cup,126.0
ID4875,1,BP3,Mint Chocolate Chip Family Pack,196.0
ID4875,1,BP4,Rocky Road Mega Tub,193.0
ID4875,1,BP5,Cookies and Cream Mega Tub,123.0
ID4875,2,BP2,Moose Tracks Jumbo Cup,52.0
ID4875,2,BP3,Mint Chocolate Chip Family Pack,151.0
ID4875,2,BP4,Rocky Road Mega Tub,113.0
ID4875,2,BP5,Cookies and Cream Mega Tub,50.0
ID4875,3,BP1,Chocolate Fudge Big Scoop,173.0
ID4875,3,BP2,Moose Tracks Jumbo Cup,104.0
ID4875,3,BP3,Mint Chocolate Chip Family Pack,137.0
ID4875,3,BP4,Rocky Road Mega Tub,157.0
ID4875,4,BP1,Chocolate Fudge Big Scoop,179.0
ID4875,4,BP2,Moose Tracks Jumbo Cup,170.0
ID4875,4,BP3,Mint Chocolate Chip Family Pack,134.0
ID4875,4,BP5,Cookies and Cream Mega Tub,64.0
ID4875,5,BP1,Chocolate Fudge Big Scoop,133.0
ID4875,5,BP2,Moose Tracks Jumbo Cup,184.0
ID4875,5,BP5,Cookies and Cream Mega Tub,148.0
ID4875,6,BP1,Chocolate Fudge Big Scoop,119.0
ID4875,6,BP2,Moose Tracks Jumbo Cup,97.0
ID4875,6,BP3,Mint Chocolate Chip Family Pack,161.0
ID4875,6,BP4,Rocky Road Mega Tub,65.0
ID4875,6,BP5,Cookies and Cream Mega Tub,129.0
ID4875,7,BP1,Chocolate Fudge Big Scoop,184.0
ID4875,7,BP2,Moose Tracks Jumbo Cup,84.0
ID4875,7,BP3,Mint Chocolate Chip Family Pack,108.0
ID4875,7,BP4,Rocky Road Mega Tub,174.0
ID4875,7,BP5,Cookies and Cream Mega Tub,80.0
ID4875,8,BP1,Chocolate Fudge Big Scoop,160.0
ID4875,8,BP2,Moose Tracks Jumbo Cup,78.0
ID4875,8,BP3,Mint Chocolate Chip Family Pack,83.0
ID4875,8,BP4,Rocky Road Mega Tub,50.0
ID4875,8,BP5,Cookies and Cream Mega Tub,127.0
ID4875,9,BP1,Chocolate Fudge Big Scoop,193.0
ID4875,9,BP2,Moose Tracks Jumbo Cup,192.0
ID4875,9,BP3,Mint Chocolate Chip Family Pack,163.0
ID4875,9,BP4,Rocky Road Mega Tub,125.0
ID4875,9,BP5,Cookies and Cream Mega Tub,152.0
ID4875,10,BP2,Moose Tracks Jumbo Cup,181.0
ID4875,10,BP5,Cookies and Cream Mega Tub,91.0
ID4875,11,BP2,Moose Tracks Jumbo Cup,179.0
ID4875,11,BP3,Mint Chocolate Chip Family Pack,78.0
ID4875,11,BP4,Rocky Road Mega Tub,90.0
ID4875,11,BP5,Cookies and Cream Mega Tub,181.0
ID4875,12,BP1,Chocolate Fudge Big Scoop,176.0
ID4875,12,BP2,Moose Tracks Jumbo Cup,183.0
ID4875,12,BP3,Mint Chocolate Chip Family Pack,165.0
ID4875,12,BP4,Rocky Road Mega Tub,139.0
ID9042,1,BP1,Chocolate Fudge Big Scoop,140.0
ID9042,1,BP2,Moose Tracks Jumbo Cup,157.0
ID9042,1,BP3,Mint Chocolate Chip Family Pack,68.0
ID9042,1,BP4,Rocky Road Mega Tub,73.0
ID9042,1,BP5,Cookies and Cream Mega Tub,148.0
ID9042,2,BP1,Chocolate Fudge Big Scoop,111.0
ID9042,2,BP5,Cookies and Cream Mega Tub,111.0
ID9042,3,BP1,Chocolate Fudge Big Scoop,90.0
ID9042,3,BP2,Moose Tracks Jumbo Cup,86.0
ID9042,3,BP3,Mint Chocolate Chip Family Pack,67.0
ID9042,3,BP4,Rocky Road Mega Tub,188.0
ID9042,3,BP5,Cookies and Cream Mega Tub,130.0
ID9042,4,BP1,Chocolate Fudge Big Scoop,128.0
ID9042,4,BP2,Moose Tracks Jumbo Cup,149.0
ID9042,4,BP3,Mint Chocolate Chip Family Pack,194.0
ID9042,4,BP4,Rocky Road Mega Tub,112.0
ID9042,4,BP5,Cookies and Cream Mega Tub,135.0
ID9042,5,BP2,Moose Tracks Jumbo Cup,102.0
ID9042,5,BP3,Mint Chocolate Chip Family Pack,102.0
ID9042,5,BP4,Rocky Road Mega Tub,143.0
ID9042,5,BP5,Cookies and Cream Mega Tub,87.0
ID9042,6,BP1,Chocolate Fudge Big Scoop,60.0
ID9042,6,BP2,Moose Tracks Jumbo Cup,72.0
ID9042,6,BP3,Mint Chocolate Chip Family Pack,163.0
ID9042,6,BP5,Cookies and Cream Mega Tub,182.0
ID9042,7,BP2,Moose Tracks Jumbo Cup,73.0
ID9042,7,BP3,Mint Chocolate Chip Family Pack,89.0
ID9042,7,BP4,Rocky Road Mega Tub,198.0
ID9042,7,BP5,Cookies and Cream Mega Tub,115.0
ID9042,8,BP2,Moose Tracks Jumbo Cup,158.0
ID9042,8,BP3,Mint Chocolate Chip Family Pack,161.0
ID9042,8,BP4,Rocky Road Mega Tub,154.0
ID9042,8,BP5,Cookies and Cream Mega Tub,111.0
ID9042,9,BP1,Chocolate Fudge Big Scoop,191.0
ID9042,9,BP2,Moose Tracks Jumbo Cup,183.0
ID9042,9,BP3,Mint Chocolate Chip Family Pack,85.0
ID9042,9,BP4,Rocky Road Mega Tub,71.0
ID9042,9,BP5,Cookies and Cream Mega Tub,105.0
ID9042,10,BP1,Chocolate Fudge Big Scoop,52.0
ID9042,10,BP2,Moose Tracks Jumbo Cup,123.0
ID9042,10,BP3,Mint Chocolate Chip Family Pack,50.0
ID9042,10,BP4,Rocky Road Mega Tub,112.0
ID9042,10,BP5,Cookies and Cream Mega Tub,87.0
ID9042,11,BP1,Chocolate Fudge Big Scoop,115.0
ID9042,11,BP2,Moose Tracks Jumbo Cup,158.0
ID9042,11,BP3,Mint Chocolate Chip Family Pack,176.0
ID9042,11,BP4,Rocky Road Mega Tub,115.0
ID9042,11,BP5,Cookies and Cream Mega Tub,78.0
ID9042,12,BP1,Chocolate Fudge Big Scoop,115.0
ID9042,12,BP2,Moose Tracks Jumbo Cup,135.0
ID9042,12,BP3,Mint Chocolate Chip Family Pack,142.0
ID9042,12,BP4,Rocky Road Mega Tub,142.0
ID9042,12,BP5,Cookies and Cream Mega Tub,193.0
ID6554,1,BP1,Chocolate Fudge Big Scoop,89.0
ID6554,1,BP2,Moose Tracks Jumbo Cup,83.0
ID6554,1,BP3,Mint Chocolate Chip Family Pack,74.0
ID6554,1,BP4,Rocky Road Mega Tub,149.0
ID6554,1,BP5,Cookies and Cream Mega Tub,108.0
ID6554,2,BP1,Chocolate Fudge Big Scoop,113.0
ID6554,2,BP2,Moose Tracks Jumbo Cup,140.0
ID6554,2,BP4,Rocky Road Mega Tub,106.0
ID6554,2,BP5,Cookies and Cream Mega Tub,154.0
ID6554,3,BP1,Chocolate Fudge Big Scoop,121.0
ID6554,3,BP3,Mint Chocolate Chip Family Pack,69.0
ID6554,3,BP5,Cookies and Cream Mega Tub,56.0
ID6554,4,BP1,Chocolate Fudge Big Scoop,95.0
ID6554,4,BP2,Moose Tracks Jumbo Cup,127.0
ID6554,4,BP3,Mint Chocolate Chip Family Pack,195.0
ID6554,5,BP1,Chocolate Fudge Big Scoop,107.0
ID6554,5,BP2,Moose Tracks Jumbo Cup,69.0
ID6554,5,BP3,Mint Chocolate Chip Family Pack,98.0
ID6554,5,BP4,Rocky Road Mega Tub,172.0
ID6554,6,BP2,Moose Tracks Jumbo Cup,183.0
ID6554,6,BP3,Mint Chocolate Chip Family Pack,153.0
ID6554,6,BP4,Rocky Road Mega Tub,58.0
ID6554,6,BP5,Cookies and Cream Mega Tub,108.0
ID6554,7,BP1,Chocolate Fudge Big Scoop,64.0
ID6554,7,BP2,Moose Tracks Jumbo Cup,195.0
ID6554,7,BP3,Mint Chocolate Chip Family Pack,86.0
ID6554,7,BP4,Rocky Road Mega Tub,186.0
ID6554,8,BP1,Chocolate Fudge Big Scoop,78.0
ID6554,8,BP2,Moose Tracks Jumbo Cup,63.0
ID6554,8,BP3,Mint Chocolate Chip Family Pack,136.0
ID6554,8,BP4,Rocky Road Mega Tub,67.0
ID6554,8,BP5,Cookies and Cream Mega Tub,66.0
ID6554,9,BP1,Chocolate Fudge Big Scoop,93.0
ID6554,9,BP2,Moose Tracks Jumbo Cup,98.0
ID6554,9,BP3,Mint Chocolate Chip Family Pack,164.0
ID6554,9,BP4,Rocky Road Mega Tub,192.0
ID6554,9,BP5,Cookies and Cream Mega Tub,153.0
ID6554,10,BP2,Moose Tracks Jumbo Cup,95.0
ID6554,10,BP3,Mint Chocolate Chip Family Pack,129.0
ID6554,10,BP4,Rocky Road Mega Tub,125.0
ID6554,10,BP5,Cookies and Cream Mega Tub,132.0
ID6554,11,BP1,Chocolate Fudge Big Scoop,119.0
ID6554,11,BP2,Moose Tracks Jumbo Cup,81.0
ID6554,11,BP3,Mint Chocolate Chip Family Pack,91.0
ID6554,11,BP4,Rocky Road Mega Tub,80.0
ID6554,11,BP5,Cookies and Cream Mega Tub,55.0
ID6554,12,BP1,Chocolate Fudge Big Scoop,134.0
ID6554,12,BP2,Moose Tracks Jumbo Cup,119.0
ID6554,12,BP3,Mint Chocolate Chip Family Pack,164.0
ID6554,12,BP4,Rocky Road Mega Tub,58.0
ID6554,12,BP5,Cookies and Cream Mega Tub,84.0
ID5618,1,BP1,Chocolate Fudge Big Scoop,108.0
ID5618,1,BP2,Moose Tracks Jumbo Cup,67.0
ID5618,1,BP3,Mint Chocolate Chip Family Pack,182.0
ID5618,1,BP4,Rocky Road Mega Tub,176.0
ID5618,2,BP4,Rocky Road Mega Tub,129.0
ID5618,2,BP5,Cookies and Cream Mega Tub,196.0
ID5618,3,BP1,Chocolate Fudge Big Scoop,116.0
ID5618,3,BP3,Mint Chocolate Chip Family Pack,149.0
ID5618,3,BP5,Cookies and Cream Mega Tub,192.0
ID5618,4,BP1,Chocolate Fudge Big Scoop,184.0
ID5618,4,BP2,Moose Tracks Jumbo Cup,50.0
ID5618,4,BP3,Mint Chocolate Chip Family Pack,88.0
ID5618,4,BP4,Rocky Road Mega Tub,140.0
ID5618,4,BP5,Cookies and Cream Mega Tub,131.0
ID5618,5,BP1,Chocolate Fudge Big Scoop,196.0
ID5618,5,BP2,Moose Tracks Jumbo Cup,59.0
ID5618,5,BP4,Rocky Road Mega Tub,135.0
ID5618,5,BP5,Cookies and Cream Mega Tub,69.0
ID5618,6,BP1,Chocolate Fudge Big Scoop,157.0
ID5618,6,BP2,Moose Tracks Jumbo Cup,85.0
ID5618,6,BP3,Mint Chocolate Chip Family Pack,93.0
ID5618,6,BP4,Rocky Road Mega Tub,59.0
ID5618,6,BP5,Cookies and Cream Mega Tub,196.0
ID5618,7,BP1,Chocolate Fudge Big Scoop,61.0
ID5618,7,BP2,Moose Tracks Jumbo Cup,125.0
ID5618,7,BP3,Mint Chocolate Chip Family Pack,161.0
ID5618,7,BP4,Rocky Road Mega Tub,175.0
ID5618,7,BP5,Cookies and Cream Mega Tub,181.0
ID5618,8,BP1,Chocolate Fudge Big Scoop,194.0
ID5618,8,BP2,Moose Tracks Jumbo Cup,119.0
ID5618,8,BP3,Mint Chocolate Chip Family Pack,153.0
ID5618,8,BP4,Rocky Road Mega Tub,60.0
ID5618,9,BP1,Chocolate Fudge Big Scoop,177.0
ID5618,9,BP2,Moose Tracks Jumbo Cup,58.0
ID5618,9,BP3,Mint Chocolate Chip Family Pack,183.0
ID5618,9,BP4,Rocky Road Mega Tub,94.0
ID5618,9,BP5,Cookies and Cream Mega Tub,65.0
ID5618,10,BP1,Chocolate Fudge Big Scoop,187.0
ID5618,10,BP2,Moose Tracks Jumbo Cup,197.0
ID5618,10,BP3,Mint Chocolate Chip Family Pack,109.0
ID5618,10,BP5,Cookies and Cream Mega Tub,184.0
ID5618,11,BP1,Chocolate Fudge Big Scoop,132.0
ID5618,11,BP2,Moose Tracks Jumbo Cup,179.0
ID5618,11,BP4,Rocky Road Mega Tub,83.0
ID5618,11,BP5,Cookies and Cream Mega Tub,71.0
ID5618,12,BP1,Chocolate Fudge Big Scoop,131.0
ID5618,12,BP2,Moose Tracks Jumbo Cup,96.0
ID5618,12,BP3,Mint Chocolate Chip Family Pack,135.0
ID5618,12,BP4,Rocky Road Mega Tub,191.0
ID5618,12,BP5,Cookies and Cream Mega Tub,183.0
ID7788,1,BP1,Chocolate Fudge Big Scoop,121.0
ID7788,1,BP2,Moose Tracks Jumbo Cup,171.0
ID7788,1,BP3,Mint Chocolate Chip Family Pack,153.0
ID7788,1,BP4,Rocky Road Mega Tub,83.0
ID7788,1,BP5,Cookies and Cream Mega Tub,142.0
ID7788,2,BP1,Chocolate Fudge Big Scoop,143.0
ID7788,2,BP2,Moose Tracks Jumbo Cup,150.0
ID7788,2,BP3,Mint Chocolate Chip Family Pack,129.0
ID7788,2,BP4,Rocky Road Mega Tub,87.0
ID7788,2,BP5,Cookies and Cream Mega Tub,118.0
ID7788,3,BP1,Chocolate Fudge Big Scoop,126.0
ID7788,3,BP3,Mint Chocolate Chip Family Pack,188.0
ID7788,3,BP4,Rocky Road Mega Tub,191.0
ID7788,3,BP5,Cookies and Cream Mega Tub,51.0
ID7788,4,BP1,Chocolate Fudge Big Scoop,59.0
ID7788,4,BP2,Moose Tracks Jumbo Cup,166.0
ID7788,4,BP3,Mint Chocolate Chip Family Pack,168.0
ID7788,4,BP4,Rocky Road Mega Tub,137.0
ID7788,5,BP1,Chocolate Fudge Big Scoop,184.0
ID7788,5,BP2,Moose Tracks Jumbo Cup,197.0
ID7788,5,BP3,Mint Chocolate Chip Family Pack,98.0
ID7788,5,BP4,Rocky Road Mega Tub,92.0
ID7788,5,BP5,Cookies and Cream Mega Tub,129.0
ID7788,6,BP1,Chocolate Fudge Big Scoop,124.0
ID7788,6,BP2,Moose Tracks Jumbo Cup,82.0
ID7788,6,BP3,Mint Chocolate Chip Family Pack,68.0
ID7788,6,BP4,Rocky Road Mega Tub,63.0
ID7788,6,BP5,Cookies and Cream Mega Tub,70.0
ID7788,7,BP1,Chocolate Fudge Big Scoop,101.0
ID7788,7,BP2,Moose Tracks Jumbo Cup,51.0
ID7788,7,BP3,Mint Chocolate Chip Family Pack,122.0
ID7788,7,BP4,Rocky Road Mega Tub,152.0
ID7788,7,BP5,Cookies and Cream Mega Tub,80.0
ID7788,8,BP1,Chocolate Fudge Big Scoop,112.0
ID7788,8,BP2,Moose Tracks Jumbo Cup,103.0
ID7788,8,BP4,Rocky Road Mega Tub,67.0
ID7788,8,BP5,Cookies and Cream Mega Tub,108.0
ID7788,9,BP1,Chocolate Fudge Big Scoop,51.0
ID7788,9,BP2,Moose Tracks Jumbo Cup,68.0
ID7788,9,BP3,Mint Chocolate Chip Family Pack,112.0
ID7788,9,BP4,Rocky Road Mega Tub,83.0
ID7788,9,BP5,Cookies and Cream Mega Tub,104.0
ID7788,10,BP1,Chocolate Fudge Big Scoop,94.0
ID7788,10,BP2,Moose Tracks Jumbo Cup,190.0
ID7788,10,BP3,Mint Chocolate Chip Family Pack,186.0
ID7788,10,BP4,Rocky Road Mega Tub,174.0
ID7788,10,BP5,Cookies and Cream Mega Tub,193.0
ID7788,11,BP1,Chocolate Fudge Big Scoop,61.0
ID7788,11,BP2,Moose Tracks Jumbo Cup,153.0
ID7788,11,BP3,Mint Chocolate Chip Family Pack,53.0
ID7788,11,BP4,Rocky Road Mega Tub,155.0
ID7788,11,BP5,Cookies and Cream Mega Tub,68.0
ID7788,12,BP1,Chocolate Fudge Big Scoop,109.0
ID7788,12,BP2,Moose Tracks Jumbo Cup,60.0
ID7788,12,BP3,Mint Chocolate Chip Family Pack,68.0
ID7788,12,BP4,Rocky Road Mega Tub,157.0
ID4699,1,BP1,Chocolate Fudge Big Scoop,53.0
ID4699,1,BP2,Moose Tracks Jumbo Cup,127.0
ID4699,1,BP3,Mint Chocolate Chip Family Pack,164.0
ID4699,1,BP4,Rocky Road Mega Tub,150.0
ID4699,1,BP5,Cookies and Cream Mega Tub,139.0
ID4699,2,BP1,Chocolate Fudge Big Scoop,113.0
ID4699,2,BP2,Moose Tracks Jumbo Cup,194.0
ID4699,2,BP4,Rocky Road Mega Tub,137.0
ID4699,2,BP5,Cookies and Cream Mega Tub,65.0
ID4699,3,BP1,Chocolate Fudge Big Scoop,157.0
ID4699,3,BP2,Moose Tracks Jumbo Cup,89.0
ID4699,3,BP4,Rocky Road Mega Tub,74.0
ID4699,3,BP5,Cookies and Cream Mega Tub,196.0
ID4699,4,BP1,Chocolate Fudge Big Scoop,167.0
ID4699,4,BP3,Mint Chocolate Chip Family Pack,147.0
ID4699,4,BP4,Rocky Road Mega Tub,112.0
ID4699,5,BP1,Chocolate Fudge Big Scoop,59.0
ID4699,5,BP2,Moose Tracks Jumbo Cup,145.0
ID4699,5,BP4,Rocky Road Mega Tub,53.0
ID4699,5,BP5,Cookies and Cream Mega Tub,152.0
ID4699,6,BP1,Chocolate Fudge Big Scoop,68.0
ID4699,6,BP2,Moose Tracks Jumbo Cup,154.0
ID4699,6,BP3,Mint Chocolate Chip Family Pack,148.0
ID4699,6,BP4,Rocky Road Mega Tub,154.0
ID4699,6,BP5,Cookies and Cream Mega Tub,64.0
ID4699,7,BP1,Chocolate Fudge Big Scoop,198.0
ID4699,7,BP3,Mint Chocolate Chip Family Pack,80.0
ID4699,7,BP5,Cookies and Cream Mega Tub,120.0
ID4699,8,BP1,Chocolate Fudge Big Scoop,101.0
ID4699,8,BP2,Moose Tracks Jumbo Cup,111.0
ID4699,8,BP3,Mint Chocolate Chip Family Pack,96.0
ID4699,8,BP4,Rocky Road Mega Tub,116.0
ID4699,8,BP5,Cookies and Cream Mega Tub,193.0
ID4699,9,BP1,Chocolate Fudge Big Scoop,164.0
ID4699,9,BP2,Moose Tracks Jumbo Cup,166.0
ID4699,9,BP4,Rocky Road Mega Tub,171.0
ID4699,9,BP5,Cookies and Cream Mega Tub,115.0
ID4699,10,BP1,Chocolate Fudge Big Scoop,85.0
ID4699,10,BP2,Moose Tracks Jumbo Cup,68.0
ID4699,10,BP3,Mint Chocolate Chip Family Pack,124.0
ID4699,10,BP4,Rocky Road Mega Tub,142.0
ID4699,10,BP5,Cookies and Cream Mega Tub,187.0
ID4699,11,BP1,Chocolate Fudge Big Scoop,128.0
ID4699,11,BP2,Moose Tracks Jumbo Cup,104.0
ID4699,11,BP3,Mint Chocolate Chip Family Pack,111.0
ID4699,11,BP4,Rocky Road Mega Tub,174.0
ID4699,11,BP5,Cookies and Cream Mega Tub,119.0
ID4699,12,BP1,Chocolate Fudge Big Scoop,153.0
ID4699,12,BP2,Moose Tracks Jumbo Cup,146.0
ID4699,12,BP3,Mint Chocolate Chip Family Pack,124.0
ID4699,12,BP4,Rocky Road Mega Tub,91.0
ID4699,12,BP5,Cookies and Cream Mega Tub,139.0
ID6697,1,BP1,Chocolate Fudge Big Scoop,95.0
ID6697,1,BP2,Moose Tracks Jumbo Cup,72.0
ID6697,1,BP3,Mint Chocolate Chip Family Pack,68.0
ID6697,1,BP4,Rocky Road Mega Tub,120.0
ID6697,1,BP5,Cookies and Cream Mega Tub,68.0
ID6697,2,BP1,Chocolate Fudge Big Scoop,184.0
ID6697,2,BP2,Moose Tracks Jumbo Cup,181.0
ID6697,2,BP3,Mint Chocolate Chip Family Pack,161.0
ID6697,2,BP5,Cookies and Cream Mega Tub,82.0
ID6697,3,BP1,Chocolate Fudge Big Scoop,66.0
ID6697,3,BP2,Moose Tracks Jumbo Cup,166.0
ID6697,3,BP3,Mint Chocolate Chip Family Pack,99.0
ID6697,3,BP4,Rocky Road Mega Tub,177.0
ID6697,3,BP5,Cookies and Cream Mega Tub,198.0
ID6697,4,BP1,Chocolate Fudge Big Scoop,89.0
ID6697,4,BP2,Moose Tracks Jumbo Cup,86.0
ID6697,4,BP3,Mint Chocolate Chip Family Pack,190.0
ID6697,4,BP4,Rocky Road Mega Tub,58.0
ID6697,5,BP1,Chocolate Fudge Big Scoop,66.0
ID6697,5,BP2,Moose Tracks Jumbo Cup,126.0
ID6697,5,BP3,Mint Chocolate Chip Family Pack,191.0
ID6697,5,BP4,Rocky Road Mega Tub,58.0
ID6697,5,BP5,Cookies and Cream Mega Tub,174.0
ID6697,6,BP1,Chocolate Fudge Big Scoop,123.0
ID6697,6,BP2,Moose Tracks Jumbo Cup,70.0
ID6697,6,BP3,Mint Chocolate Chip Family Pack,146.0
ID6697,6,BP4,Rocky Road Mega Tub,90.0
ID6697,6,BP5,Cookies and Cream Mega Tub,179.0
ID6697,7,BP1,Chocolate Fudge Big Scoop,135.0
